>TARGSPHER  spherical target with explicit spacing
8217 = NAT
1.000000  0.000000  0.000000 = A_1 vector
0.000000  1.000000  0.000000 = A_2 vector
1.000000  1.000000  1.000000 = (d_x,d_y,d_z)/d
-40.5 -40.5 -40.5 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 1,1,1
    JA   IX   IY   IZ ICOMP(x,y,z)
   611  33  36  33 1 1 1
   612  33  36  34 1 1 1
   613  33  36  35 1 1 1
   614  33  36  36 1 1 1
   615  33  36  37 1 1 1
   616  33  36  38 1 1 1
   617  33  36  39 1 1 1
   618  33  36  40 1 1 1
   619  33  36  41 1 1 1
   620  33  36  42 1 1 1
   621  33  36  43 1 1 1
   622  33  36  44 1 1 1
   623  33  36  45 1 1 1
   624  33  36  46 1 1 1
   625  33  36  47 1 1 1
   626  33  36  48 1 1 1
   627  33  36  49 1 1 1
   628  33  37  33 1 1 1
   629  33  37  34 1 1 1
   630  33  37  35 1 1 1
   631  33  37  36 1 1 1
   632  33  37  37 1 1 1
   633  33  37  38 1 1 1
   634  33  37  39 1 1 1
   635  33  37  40 1 1 1
   636  33  37  41 1 1 1
   637  33  37  42 1 1 1
   638  33  37  43 1 1 1
   639  33  37  44 1 1 1
   640  33  37  45 1 1 1
   641  33  37  46 1 1 1
   642  33  37  47 1 1 1
   643  33  37  48 1 1 1
   644  33  37  49 1 1 1
   645  33  38  32 1 1 1
   646  33  38  33 1 1 1
   647  33  38  34 1 1 1
   648  33  38  35 1 1 1
   649  33  38  36 1 1 1
   650  33  38  37 1 1 1
   651  33  38  38 1 1 1
   652  33  38  39 1 1 1
   653  33  38  40 1 1 1
   654  33  38  41 1 1 1
   655  33  38  42 1 1 1
   656  33  38  43 1 1 1
   657  33  38  44 1 1 1
   658  33  38  45 1 1 1
   659  33  38  46 1 1 1
   660  33  38  47 1 1 1
   661  33  38  48 1 1 1
   662  33  38  49 1 1 1
   663  33  38  50 1 1 1
   664  33  39  32 1 1 1
   665  33  39  33 1 1 1
   666  33  39  34 1 1 1
   667  33  39  35 1 1 1
   668  33  39  36 1 1 1
   669  33  39  37 1 1 1
   670  33  39  38 1 1 1
   671  33  39  39 1 1 1
   672  33  39  40 1 1 1
   673  33  39  41 1 1 1
   674  33  39  42 1 1 1
   675  33  39  43 1 1 1
   676  33  39  44 1 1 1
   677  33  39  45 1 1 1
   678  33  39  46 1 1 1
   679  33  39  47 1 1 1
   680  33  39  48 1 1 1
   681  33  39  49 1 1 1
   682  33  39  50 1 1 1
   683  33  40  32 1 1 1
   684  33  40  33 1 1 1
   685  33  40  34 1 1 1
   686  33  40  35 1 1 1
   687  33  40  36 1 1 1
   688  33  40  37 1 1 1
   689  33  40  38 1 1 1
   690  33  40  39 1 1 1
   691  33  40  40 1 1 1
